latitude,longitude,altitude,geometry,coordinates,@id,piste:difficulty,piste:type,type,access,area,leisure,name,route,note,source,piste:grooming,website,fixme,lit,comment,piste:ref,bridge,layer,piste:name,piste:alt_name,highway,sac_scale,service,piste:old_name,tunnel,abandoned,material,old_name,piste:old_ref,trail_visibility,oneway,tracktype,piste:abandoned,closed,piste:patrolled,cycleway:right,description,lane_markings,surface,short_name,piste:oneway,oneway:track,lanes,railway,ele:local,bicycle,foot,sidewalk,FIXME,structure,@relations,sport
,,,LineString,"6.5168634,45.3149435,6.5169369,45.315301",way/232642666,easy,downhill,,,,,Enverses,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5214481,45.3156895,6.5215667,45.3157109,6.5216895,45.3157952,6.5216672,45.3159566,6.5216026,45.3160857,6.5214525,45.3162785,6.5212291,45.3164462,6.5211663,45.3164695,6.5211061,45.3164796,6.5210014,45.3164832,6.5208715,45.3164642,6.5206752,45.316391,6.5203402,45.3162208,6.5202002,45.3161497,6.5198928,45.3160173,6.5196477,45.315886,6.5187734,45.3153816,6.5186575,45.3153324,6.5185288,45.3152923,6.5184213,45.3152755,6.5183184,45.3152653,6.5180612,45.3152817,6.5177328,45.3153354,6.5176172,45.3153372,6.5175132,45.3153198,6.5174211,45.3152961,6.5173266,45.3152571,6.5168634,45.3149435",way/232642667,easy,downhill,,,,,Les Enverses,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5169369,45.315301,6.5170222,45.3157441,6.5171899,45.3160408,6.5181522,45.3169867,6.5184127,45.3173183,6.5190411,45.3187582,6.5203116,45.3209271,6.5215236,45.3226835,6.5218961,45.3229653,6.5225435,45.3227759,6.5232082,45.3226253,6.5234338,45.3225572,6.5235419,45.3224783,6.5236765,45.322098,6.5240215,45.3215559,6.5243302,45.321218,6.5245968,45.3209836,6.5248119,45.3208934,6.5250345,45.3208755,6.5251761,45.3208964,6.5257297,45.3209951,6.5262085,45.3209519,6.5268582,45.3208776,6.5273833,45.3207091,6.5276194,45.3206528,6.527872,45.3206,6.5285284,45.320289,6.5288714,45.3202026,6.52909,45.320117,6.5294602,45.3198678,6.5298735,45.3197064,6.5299595,45.3197002,6.5303747,45.3196734",way/232642668,easy,downhill,,,,,Enverses,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5220806,45.3149665,6.5219524,45.3150694,6.5217345,45.3152515,6.5216419,45.3155062,6.5216587,45.3156083,6.5216895,45.3157952",way/232642669,easy,downhill,,,,,Les Enverses,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5220415,45.3146549,6.5221884,45.3147416,6.5222467,45.3148038,6.5222416,45.3148672,6.5221951,45.3149238,6.5221482,45.3149451,6.5220806,45.3149665",way/232642670,easy,downhill,,,,,Les Enverses,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5227014,45.3142889,6.5227608,45.3140679,6.5228309,45.3138819,6.5228886,45.3136809,6.5229373,45.3134777,6.5229393,45.3131621,6.5229783,45.3128149,6.5229549,45.3126282,6.5229256,45.3124343,6.5229228,45.3124162,6.5229198,45.3123962,6.5229491,45.3122453,6.5229978,45.31206,6.5230236,45.3118208,6.5230648,45.3115923,6.5231617,45.3113692,6.5232324,45.3112176,6.5232728,45.3111158,6.5232756,45.3110632,6.5232918,45.311041,6.523338,45.3109952",way/232642671,easy,downhill,,,,,Vallons,,,,,,,,,84,,,,,track,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,
,,,LineString,"6.5196838,45.310789,6.519838,45.3108493,6.5200284,45.3108881,6.5202072,45.3109571,6.520259,45.3110398,6.5202901,45.3111121,6.5203235,45.311299,6.5203715,45.3114188,6.5204667,45.311611,6.5204833,45.3116566,6.5204851,45.3117009,6.5204543,45.3118604,6.5203328,45.3122359,6.5202282,45.3126291,6.5201286,45.3130191,6.5200775,45.3132074,6.5200259,45.3135742,6.5199906,45.3136674,6.5199547,45.3137596,6.5199671,45.3138605,6.5200167,45.313948,6.5200872,45.3140041,6.5202004,45.3140847,6.5203918,45.3142486,6.520584,45.3144001,6.5207124,45.3144835,6.5208249,45.3145519,6.520969,45.3146068,6.5211333,45.3146505,6.5212725,45.3146699,6.5214258,45.314665,6.5216696,45.3146197,6.5218288,45.3146019,6.5219475,45.3146243,6.5220415,45.3146549",way/232642672,easy,downhill,,,,,Vallons,,,,,,,,,84,,,,,,,,,,,,,,,,grade2,,,,,,,ground,,,,,,,,,,,,,
,,,LineString,"6.5235995,45.3108523,6.5237814,45.310974,6.5246071,45.3117733,6.5263908,45.3125859,6.5265832,45.3127541,6.5266181,45.3127846,6.5267778,45.3129252,6.5271152,45.3132564,6.5271391,45.3132798,6.5274092,45.3135446,6.5274252,45.3135603,6.5278825,45.3140085,6.5280236,45.3141538,6.5282964,45.314436,6.5283769,45.3144982,6.5285058,45.3145976,6.5286941,45.3147919,6.5289989,45.3151667,6.5291222,45.3154515,6.5291758,45.3155755,6.5291763,45.3155864,6.5292266,45.31671,6.529334,45.3175031,6.5293445,45.3175388,6.5293971,45.3177176,6.5295696,45.3183039,6.5299086,45.318929,6.5301156,45.3192459,6.5303747,45.3196734,6.5308342,45.3197677,6.5313837,45.3196566,6.5334655,45.3185371,6.5340606,45.3183577,6.5344027,45.3183701,6.534727,45.3184506,6.5347477,45.3184557,6.5349588,45.3185898,6.5351054,45.3187195,6.5353989,45.3189747",way/232642673,easy,downhill,,,,,Vallons,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.523338,45.3109952,6.5233723,45.3109746,6.5234957,45.3109048,6.5235995,45.3108523",way/232642674,easy,downhill,,,,,Vallons,,,,,,,,,84,,,,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5220415,45.3146549,6.5223445,45.3146258,6.5225285,45.3145777,6.5226111,45.3144831,6.5227014,45.3142889",way/232642675,easy,downhill,,,,,Vallons,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5424916,45.3270611,6.5424269,45.3268457,6.5424382,45.3267873,6.5424495,45.3267289,6.5424951,45.3265915,6.5426776,45.3262296,6.5427558,45.3260968,6.5427558,45.3260189,6.5426841,45.325996,6.5426189,45.3260235,6.5425668,45.3261059,6.5424365,45.3263625,6.5422345,45.3265823,6.5421451,45.3266431",way/232677586,,hike,,,,,,,,,,,,,,,,,,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5530327,45.3493298,6.5529513,45.3493978,6.5528506,45.3494535,6.5526321,45.3495212,6.5523107,45.3498208,6.5514341,45.3504661,6.5512889,45.3506309,6.5512264,45.350791,6.5512314,45.3510308,6.5512353,45.3512241,6.5512912,45.3513967,6.5512644,45.3515113,6.5511684,45.3517466,6.5512086,45.3519114,6.5514451,45.352226",way/232677596,,hike,,,,,,,,,,,,,,,,,,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5443083,45.3382174,6.5440905,45.3379397,6.5439641,45.3377478,6.5439207,45.3376391,6.5439192,45.3375006,6.5439329,45.337353,6.5439668,45.3372062,6.5440343,45.3369071,6.5440157,45.3367837,6.5439724,45.3366354,6.5439304,45.3364489,6.5438746,45.3363356,6.5437369,45.3361796,6.5433495,45.3358665,6.5432668,45.335722,6.543264,45.3356113,6.5433264,45.3353875,6.5433575,45.3352787,6.5433971,45.3351455,6.5434177,45.334974,6.5433961,45.3348644,6.5433492,45.3346852,6.5432419,45.3343091,6.5430498,45.3338604,6.5430213,45.3337695,6.5430186,45.3336705,6.5430857,45.3333171,6.5430986,45.3330905,6.543046,45.3327899,6.5430144,45.3326093,6.5428613,45.3322889,6.5427238,45.3320941,6.5425712,45.3319311,6.5424321,45.3318006,6.5422887,45.3316437,6.5422128,45.3314579,6.5421825,45.3312452,6.5421819,45.3302716,6.5421345,45.3301068,6.5421054,45.3300056,6.5420657,45.329698,6.5420721,45.3294707,6.5422264,45.3291644,6.5422685,45.3290423,6.5422469,45.3288829,6.542197,45.3288011,6.5421324,45.3286878,6.5418748,45.3283434,6.541814,45.328065,6.5417885,45.3278213,6.5418349,45.3275652,6.5419269,45.3273135,6.5420944,45.3270729,6.5421493,45.3268514,6.5421433,45.3267584,6.5421451,45.3266431,6.5421449,45.3264405,6.5421309,45.3260228,6.5421637,45.3258397,6.5422622,45.3256462,6.5423086,45.3255454,6.5423336,45.3254423,6.5423549,45.3252603,6.5423311,45.325068,6.542275,45.3249471,6.5422374,45.3249115,6.5421448,45.3248594",way/232747759,novice,downhill,,,,,Violette,,,survey,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5419612,45.324864,6.5418338,45.3248955,6.5416758,45.3249457,6.5412405,45.32511,6.5411681,45.3251294,6.5410835,45.3251139,6.5409445,45.325049,6.5407769,45.3249389,6.5410582,45.3241453,6.541084,45.3239253,6.5410727,45.3237605,6.5410267,45.3236081,6.5407817,45.3231274,6.5404803,45.322955",way/232747760,novice,downhill,,,,,Violette,,,survey,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5421448,45.3248594,6.5420272,45.3248537,6.5419612,45.324864",way/232747761,novice,downhill,,,,,Violette,,,survey,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5432565,45.3416603,6.5431933,45.3411869,6.5431708,45.3410097,6.5432113,45.3408191,6.5432833,45.3406976,6.5433528,45.3406124,6.5434744,45.3404777,6.5437064,45.3403404,6.544065,45.3401235,6.5442639,45.3399704,6.5444104,45.3398074,6.5445348,45.3396379,6.5446464,45.3394069,6.5447658,45.3391239,6.5448052,45.3389368,6.5447821,45.3387766,6.5447182,45.3386094,6.5446505,45.3385106,6.5443083,45.3382174",way/232751068,easy,downhill,,,,,Gros Tougne,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5432565,45.3416603,6.5432186,45.3417282,6.5431941,45.3417567,6.5431377,45.341822,6.5430284,45.3419004,6.5427528,45.3421002,6.5424707,45.3422447,6.5423723,45.3423,6.542322,45.3423492,6.5422345,45.3424891,6.5420377,45.3427873,6.541983,45.3429226,6.5418737,45.3429718,6.5414013,45.3431439,6.5413456,45.3432182,6.5413121,45.3432999,6.5413031,45.3434381,6.5412785,45.3435387,6.5412383,45.3435921,6.5411958,45.3436031,6.5411221,45.3435921,6.5410327,45.3435622,6.5409902,45.3435497,6.5409254,45.3435402,6.5408919,45.3435434,6.5408047,45.3436015,6.5406147,45.3438623,6.5404683,45.3440555,6.5404336,45.3441914,6.5404155,45.3443957,6.5403812,45.3445408,6.5403052,45.3446664,6.5401622,45.3447937,6.53999,45.3448644,6.5398001,45.3448659,6.5396727,45.3448345,6.539581,45.3447827,6.5394737,45.3446994,6.5393955,45.3446994",way/232751125,,hike,,,,,,,,,,,,,,,,,,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.609832,45.3850993,6.6102004,45.3852031,6.610401,45.3853628,6.610562,45.385604,6.6108517,45.385717,6.6112379,45.3857245,6.6116349,45.38583,6.6122282,45.3861977,6.6127739,45.3864406,6.61317,45.3865837",way/254376558,freeride,downhill,,,,,Couloir « Émile Allais »,,Très ancienne piste.,Bing,backcountry,,,,,,,,Couloir Emile Allais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6102093,45.3836211,6.6106135,45.383745,6.6109729,45.3839258,6.611184,45.3839349,6.6114181,45.3839824,6.6116327,45.384069,6.6118258,45.3842574,6.6120404,45.3844156,6.6125412,45.3846244,6.6132807,45.3847812",way/254376571,freeride,downhill,,,,,Couloir « Sous le téléphérique »,,Très ancienne piste noire,Bing,backcountry,,,,,,,,Couloir sous les Cables,Couloir sous le télé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5604899,45.263491,6.560367,45.26346,6.56019,45.263466,6.560034,45.263502,6.559874,45.263563,6.559655,45.263709,6.559573,45.263786,6.55952,45.263866,6.559409,45.264206,6.559363,45.264243,6.559267,45.26427,6.5592047,45.2642582,6.559103,45.264239,6.558966,45.264165,6.558882,45.264045,6.558709,45.263867,6.558085,45.26336,6.557828,45.263089,6.557653,45.262952,6.557483,45.26285,6.557337,45.262729,6.557179,45.262666,6.557004,45.262621,6.556743,45.262591,6.5564959,45.2625451,6.556075,45.262467,6.555926,45.262467,6.555478,45.262505,6.555172,45.262587,6.554992,45.262712,6.554804,45.262811,6.554709,45.262927,6.554563,45.262977,6.554495,45.263043,6.554498,45.263263,6.554531,45.263433,6.554453,45.263593,6.554398,45.263778,6.554398,45.26406,6.55447,45.264411,6.554473,45.264595,6.554567,45.264926,6.55466,45.265162,6.554705,45.2652346,6.555053,45.265796,6.555173,45.266121,6.555195,45.266226,6.555168,45.266587,6.555132,45.266763,6.555172,45.267063,6.555169,45.267247,6.555211,45.267349,6.555211,45.267482,6.555262,45.26762,6.555376,45.267811,6.555435,45.267863,6.555505,45.267897,6.555886,45.268003,6.556149,45.268107,6.556208,45.268139,6.556262,45.268194,6.556311,45.268392,6.556309,45.268609,6.556275,45.268672,6.556135,45.268813,6.555909,45.269133,6.555814,45.269182,6.555688,45.269201,6.555506,45.269258,6.555329,45.269287,6.554732,45.269437,6.554489,45.269555,6.554288,45.26974,6.554182,45.269872,6.554023,45.269955,6.553952,45.270013,6.553902,45.270113,6.553873,45.270351,6.553876,45.270419,6.553919,45.270535,6.5539,45.270635,6.553862,45.270709,6.553813,45.270926,6.553723,45.27119,6.553617,45.271395,6.55353,45.271473,6.553208,45.271678,6.552976,45.271872,6.55292,45.271947,6.552851,45.272137,6.552794,45.272204,6.552582,45.272323,6.552478,45.272486,6.552459,45.272548,6.552494,45.272731,6.552617,45.272993,6.552703,45.273238,6.552765,45.273309,6.552858,45.273346,6.553179,45.273426,6.553337,45.27345,6.55376,45.27346,6.554285,45.273541,6.554407,45.273579,6.55468,45.273597,6.554995,45.273645,6.555092,45.273694,6.555148,45.273754,6.555215,45.273896,6.555225,45.274116,6.555269,45.274184,6.555336,45.274228,6.5555,45.274253,6.555564,45.274239,6.555716,45.274149,6.555871,45.274091,6.556098,45.274037,6.556319,45.27401,6.556556,45.274015,6.556778,45.274042,6.556854,45.274067,6.556933,45.274119,6.55697,45.274182,6.556967,45.274249,6.556871,45.274411,6.556808,45.274642,6.556773,45.274886,6.556786,45.274947,6.55709,45.275189,6.557191,45.275239,6.557316,45.275275,6.558013,45.275255,6.558267,45.275287,6.558379,45.275353,6.558479,45.275453,6.558627,45.275766,6.55865,45.275906,6.558707,45.276058,6.558783,45.276155,6.558863,45.276193,6.55892,45.276203,6.559036,45.276182,6.559112,45.276135,6.559453,45.27583,6.559533,45.275806,6.559631,45.275801,6.559696,45.275817,6.559763,45.275865,6.559828,45.275953,6.560019,45.276211,6.560163,45.27648,6.560435,45.276795,6.560582,45.276895,6.560755,45.27695,6.561141,45.27694,6.561245,45.276919,6.561594,45.276796,6.561774,45.276759,6.562125,45.276748,6.562322,45.276758,6.562568,45.276793,6.562661,45.276818,6.562777,45.276882,6.562846,45.276963,6.562894,45.277072,6.562909,45.277213,6.562774,45.27763,6.562743,45.277675,6.562455,45.277929,6.562363,45.278127,6.562191,45.27832,6.562065,45.278427,6.561881,45.278535,6.561836,45.278582,6.561797,45.278769,6.561701,45.278929,6.561624,45.279201,6.561649,45.279482,6.56172,45.27962,6.561727,45.279669,6.561686,45.279839,6.561765,45.280058,6.561781,45.280316",way/256848047,intermediate,downhill,,,,,Col de l'Audzin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6102206,45.3835719,6.6100556,45.3835973,6.6096125,45.3837918,6.609082,45.3839577,6.6087671,45.3840119",way/262869484,advanced,downhill,,,,,Couloir Tournier,,,,mogul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6098487,45.384386,6.6093945,45.3842533,6.6087671,45.3840119,6.6086419,45.3840334,6.6080677,45.3841665,6.6075809,45.3842606,6.6058232,45.3846721,6.605214,45.3848195,6.6045873,45.3849915,6.6036109,45.3852945,6.6033165,45.385362,6.6027112,45.3853143",way/262869485,advanced,downhill,,,,,Couloir Tournier,,,,mogul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6104745,45.3832298,6.6105575,45.3831022,6.6105993,45.3830062,6.6105968,45.3829026,6.6105406,45.3827796,6.6103264,45.382493,6.6102287,45.3823262,6.6100692,45.3818134,6.6100427,45.381671,6.6100619,45.3815519,6.6102144,45.3813207",way/262869486,intermediate,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6101782,45.3833291,6.610365,45.3832894,6.6104745,45.3832298",way/262869487,intermediate,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5695655,45.3945888,6.5696664,45.3944954,6.5696754,45.3942659,6.5697189,45.394042,6.5696959,45.3938025,6.5697974,45.3927023,6.5700093,45.3915957,6.5699674,45.391314,6.5698727,45.3910574,6.5698365,45.3909318,6.5697158,45.3908407,6.5694364,45.3907862,6.5691735,45.3908274,6.5687236,45.3909381,6.5686619,45.3909857,6.5685276,45.3911254,6.5684058,45.3911938,6.5682454,45.3912099,6.5682168,45.3912036,6.5680265,45.3911619",way/265322340,easy,downhill,,,,,Doron,,,,,,,,,S 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5742136,45.3959632,6.5738028,45.3960463,6.5733183,45.3962671,6.5727345,45.3964858,6.5725402,45.3965402,6.5721178,45.3966586,6.5717755,45.3968025,6.5714973,45.39706",way/265322341,easy,downhill,,,,,Doron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5677238,45.3938976,6.5677523,45.3938414,6.5678166,45.3937548,6.5678837,45.3936436,6.5679266,45.3935834,6.5679749,45.3934873,6.5680098,45.3933875,6.568058,45.3932876,6.5681063,45.3932236,6.5681707,45.3931558,6.5682431,45.3930673,6.5682807,45.3929656",way/265322342,easy,downhill,,,,,,,,,,,,,,,,,Doron,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5682807,45.3929656,6.5681824,45.3927134,6.5680066,45.3925146,6.5678901,45.3923046,6.5678364,45.3920859",way/265322344,easy,downhill,,,,,,,,,,,,,,,,,Doron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5695092,45.3955193,6.5687403,45.3955421,6.5685078,45.3956509,6.5681817,45.3958958,6.5679169,45.39605,6.5672216,45.3961152,6.5668229,45.396039",way/265322345,easy,downhill,,,,,,,,,,,,,,,,,Doron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5741876,45.2862784,6.5745209,45.2864995,6.5746946,45.2865988,6.5748931,45.2866691,6.5751008,45.2867056,6.5753181,45.2867112,6.5754856,45.2866836,6.5756082,45.2866508,6.577276,45.2858912,6.5778683,45.2855318,6.5783576,45.2852836,6.5785872,45.2851856,6.5794362,45.2848583,6.5799931,45.2847295,6.5807742,45.2845586",way/267121924,novice,downhill,,,,,Traversée Deux Lacs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5807742,45.2845586,6.5811333,45.2845679,6.5814173,45.2845344,6.5818539,45.2846033,6.5824985,45.2848893",way/267121930,novice,downhill,,,,,Traversée Deux Lacs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5655913,45.3944767,6.565551,45.3943913,6.5653302,45.3943549,6.5652464,45.3942884,6.5652101,45.3941325,6.5651929,45.3939421,6.5652137,45.3937038",way/267121938,,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5807742,45.2845586,6.5811594,45.2844786,6.5817041,45.2844157,6.5820009,45.2844128,6.5822172,45.2843601,6.5824115,45.2843127,6.5825986,45.2843012,6.582749,45.284327,6.5828425,45.2843985",way/267121940,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5962593,45.2705512,6.5959573,45.2706106",way/267121942,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5652137,45.3937038,6.5655521,45.3932668,6.5658407,45.392963,6.5661263,45.3925787,6.5664744,45.3922542",way/267121944,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.578283,45.342949,6.5784552,45.3432905,6.5785523,45.3435787,6.5786242,45.3438088,6.5786837,45.344351",way/267130122,easy,downhill,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5497114,45.3153528,6.5492198,45.3154583,6.5482568,45.3156659,6.5479611,45.3157979,6.5475313,45.3159383,6.5472637,45.3160365,6.5469559,45.3159491",way/267289220,easy,downhill,,,,,Les Plans,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5544262,45.3154288,6.5540533,45.3148241,6.5529154,45.3138461,6.5525264,45.3132989,6.5524955,45.3127562,6.5523393,45.312583,6.5520708,45.3126153,6.5519676,45.3124011,6.5517632,45.3123051",way/267289222,easy,downhill,,,,,,,,survey,,,,,,,,,Boulevard du France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5770102,45.3681338,6.5768443,45.3682344,6.57665,45.3683835,6.5765484,45.3685494,6.5764407,45.3687406,6.5762554,45.3690325,6.57607,45.3693203,6.5760521,45.3693875,6.5760551,45.3694442,6.5761119,45.3694841,6.5762075,45.3694967",way/267289223,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5847227,45.33767,6.584917,45.3379706,6.5850495,45.3381444,6.585182,45.3384083,6.5852615,45.3385635,6.585288,45.3387405,6.5852438,45.3388584,6.5851908,45.3389609,6.5851688,45.3390139,6.5852261,45.3391285,6.5853542,45.3392589,6.5856605,45.3394829,6.5859761,45.3399266,6.5862997,45.3406143,6.5864733,45.3409471,6.5869087,45.3413379,6.5870583,45.3412723,6.5872991,45.3410363,6.5877156,45.3411301,6.5881145,45.3411024,6.5886117,45.3412189,6.5890299,45.341352,6.5892745,45.3414019,6.5895349,45.3413964,6.5896313,45.3413738,6.5897251,45.3413244,6.5901854,45.3412645",way/267289224,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5745216,45.3704809,6.5746646,45.3703742,6.57469,45.370384,6.5747384,45.3703807,6.5748213,45.3703548,6.5750587,45.3702609,6.5756096,45.3700407,6.5757594,45.369984,6.5758793,45.3698901,6.5760106,45.3697217,6.5762075,45.3694967,6.5762793,45.3694736,6.5763361,45.3693959,6.5764288,45.3692762,6.5765633,45.3692111,6.5767875,45.3691753,6.5772001,45.3691312,6.5773157,45.3691333",way/267289225,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5417788,45.3139668,6.5419013,45.3136213",way/267289227,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5419369,45.3146122,6.541853,45.314558",way/267289228,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5520708,45.3126153,6.5514687,45.3127005,6.551168,45.3127175",way/267289230,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5840533,45.3387608,6.5851688,45.3390139,6.5874068,45.3394733",way/267289231,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5544262,45.3154288,6.5536562,45.3151688,6.5532252,45.3150813,6.552562,45.3151105,6.5516833,45.3151862,6.5508792,45.3151688,6.5501414,45.3153028,6.5497114,45.3153528",way/267289232,easy,downhill,,,,,Les Plans,,,survey,,,,,,79,,,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5417754,45.3145772,6.541853,45.314558,6.5418794,45.3144632,6.5418383,45.3142921,6.5417914,45.3139953,6.5417788,45.3139668,6.541655,45.3139824",way/267289233,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5532358,45.3682262,6.5530603,45.3683852,6.5527599,45.3685435,6.5525024,45.3686452,6.5524112,45.3687847,6.5523844,45.368958,6.5522825,45.3691163,6.5519338,45.3694404,6.5516816,45.3697155,6.5513759,45.370017,6.5510808,45.3705295,6.5509199,45.3707971,6.5508716,45.3709855,6.550936,45.3715207,6.5508984,45.3720068,6.5507876,45.3724229,6.5507074,45.3727399,6.5504386,45.3732483,6.5504721,45.3736496,6.5504566,45.3737255,6.550361,45.3741951,6.5503994,45.3746068,6.5504047,45.3746632,6.5505959,45.375472,6.5505774,45.375756,6.5505747,45.375932,6.5505678,45.3761643",way/267582579,easy,downhill,,,,,Crêtes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5524679,45.3859493,6.5524308,45.3861413,6.5523557,45.3863703,6.552391,45.3865499,6.5525364,45.3868347,6.5528097,45.3872931,6.5529369,45.3875955,6.5527763,45.3879897,6.5523,45.3886227,6.5518282,45.3890397,6.5515296,45.3895667,6.5514257,45.3900402,6.5514399,45.3902397,6.5516425,45.3904813,6.552311,45.3909383,6.5530047,45.3910347,6.5537344,45.3911395,6.5543929,45.3910442,6.5547211,45.3909095,6.5551169,45.3908117,6.5552164,45.3907217,6.5553959,45.3904511,6.5555472,45.3903143,6.555774,45.3902944,6.556043,45.3905108,6.5561511,45.3908104,6.5561606,45.3912793,6.556182,45.3916259,6.5562035,45.3918971,6.5562035,45.3921985,6.5563173,45.3925273,6.556522,45.3927941,6.5567389,45.3929323,6.5570189,45.3929368,6.5574051,45.392756,6.5579201,45.3926053,6.5585867,45.392514,6.5593111,45.3924413,6.5594767,45.3924559,6.5598867,45.392492,6.560102,45.3925904,6.5602161,45.3926426,6.5605594,45.3928314,6.5609242,45.3930273,6.5613104,45.3931779,6.5616966,45.3932985,6.5620614,45.3933588,6.5623404,45.3933588,6.5626139,45.3932683,6.5628339,45.3931553,6.5631124,45.3929965,6.5634334,45.3928767,6.563778,45.392756,6.5641428,45.3927259,6.564572,45.3927862,6.5649368,45.3928916,6.5653015,45.3928012,6.5658165,45.3924697,6.5664744,45.3922542,6.5667392,45.3921533",way/267582580,easy,downhill,,,,,Gélinotte,,,,,,,,,t 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
