latitude,longitude,altitude,geometry,coordinates,@id,piste:difficulty,piste:type,type,access,area,leisure,name,route,note,source,piste:grooming,website,fixme,lit,comment,piste:ref,bridge,layer,piste:name,piste:alt_name,highway,sac_scale,service,piste:old_name,tunnel,abandoned,material,old_name,piste:old_ref,trail_visibility,oneway,tracktype,piste:abandoned,closed,piste:patrolled,cycleway:right,description,lane_markings,surface,short_name,piste:oneway,oneway:track,lanes,railway,ele:local,bicycle,foot,sidewalk,FIXME,structure,@relations,sport
,,,LineString,"6.5912884,45.2717573,6.5908462,45.271865,6.5906138,45.2721129,6.5904355,45.2724029,6.5901038,45.2731081,6.5898468,45.2736936,6.5899478,45.2750836,6.5900233,45.2754546,6.5900959,45.2756229,6.5901265,45.2757789,6.5902531,45.2759549,6.5906412,45.276921,6.5904485,45.2780671,6.5902933,45.2784247,6.5899987,45.2787409,6.5895374,45.2790492,6.5890684,45.2794983,6.5879867,45.2805986,6.5874598,45.2809098,6.5841694,45.2825286,6.5834996,45.2829007,6.5832126,45.2832196",way/29419039,intermediate,downhill,,,,,Portette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5201834,45.3040485,6.520037,45.3040311,6.5199074,45.3040222,6.5196623,45.3040642,6.5193992,45.3041174,6.5189231,45.3041968,6.5185778,45.3043221,6.5180029,45.3048174,6.5175126,45.3051094,6.5167431,45.3056408,6.5166253,45.3059328,6.5167139,45.3063148,6.5166628,45.3067685,6.51619,45.3072212,6.5159422,45.3073184",way/29419489,intermediate,downhill,,,,,Rochers,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5217603,45.3147475,6.5214748,45.3149476,6.5213062,45.3150274,6.5211611,45.3150623,6.5210018,45.3150622,6.5207821,45.3150253",way/29419490,easy,downhill,,,,,Les Enverses,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5788177,45.315506,6.5785356,45.3154059,6.5781102,45.3153124,6.5776812,45.3151905,6.5761119,45.3147301,6.5750354,45.3143339,6.5724999,45.3139781,6.5718327,45.3139572,6.5711859,45.3138447,6.5698591,45.3130634,6.5690446,45.3126014,6.5681548,45.3124115,6.5665758,45.3122893,6.5656002,45.3120455,6.564516,45.3117738,6.5638208,45.3116798,6.5633368,45.3115534",way/29419570,intermediate,downhill,,,,,4 Vents,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5572106,45.3634384,6.5569647,45.3634339,6.5561713,45.3636398,6.5559323,45.3637657,6.5554901,45.3640765,6.5546176,45.3643956,6.5543786,45.3644271,6.5539611,45.3644797,6.5525104,45.3644914,6.5476945,45.3650509,6.5464462,45.3647921,6.5460948,45.3647394,6.545648,45.3648887,6.5448097,45.3651094,6.5443228,45.3653412,6.5428735,45.3659168,6.5415483,45.3666435,6.5405426,45.3668266,6.5393039,45.3671273,6.5386254,45.3671397",way/29420279,intermediate,downhill,,,,,Pramint,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5505678,45.3761643,6.5499981,45.3767037,6.5492947,45.3778446,6.5490658,45.3782105,6.5484016,45.379224,6.5482098,45.3798039,6.5481921,45.3804604,6.5481521,45.3812331,6.5482742,45.3815805,6.5484846,45.381999,6.5490044,45.3827359,6.5493943,45.3832446,6.5498777,45.3835242,6.550473,45.3837482,6.5513093,45.3842014,6.5525078,45.3845009",way/29420280,easy,downhill,,,,,Choucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5504394,45.3760328,6.5505774,45.375756",way/29420862,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5543322,45.3804511,6.5542111,45.3803253,6.5540582,45.3803102,6.5539097,45.3804329",way/29420865,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5361623,45.3913402,6.5369866,45.3909218,6.5384068,45.3900945,6.5390757,45.389553,6.5395951,45.3893265,6.5402499,45.3889984,6.5417894,45.3884303,6.5422958,45.3883173,6.5428616,45.3882803,6.5432917,45.3883473,6.543668,45.3885219,6.5443981,45.3890688,6.5450248,45.3895847,6.545433,45.3897441,6.546133,45.3898125,6.5473884,45.3896895,6.5476432,45.3894273,6.5481841,45.3892349,6.5488163,45.3891215,6.5491956,45.389156,6.5497084,45.3893336,6.5501088,45.389595,6.5502774,45.389817,6.5505022,45.3900193,6.5508885,45.3902709,6.551,45.390446",way/29420867,advanced,downhill,,,,,,,,,classic,,,,,,,,Face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5797256,45.34255,6.5795654,45.34297,6.578841,45.3456787,6.5794905,45.3459069,6.5795806,45.3471188,6.5794672,45.3479063,6.5794274,45.3486825,6.5793463,45.3503712,6.5790435,45.3514931,6.5790618,45.3517547,6.5793658,45.3531421,6.579375,45.3534084",way/29422054,easy,downhill,,,,,Rossignol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5797256,45.34255,6.5795654,45.34297,6.5786837,45.344351,6.5782409,45.3457371,6.5783347,45.3474637,6.5774411,45.3491426,6.5772908,45.349425,6.5774488,45.3503139,6.5778561,45.3511872,6.5787574,45.352695,6.579375,45.3534084,6.5795848,45.353875,6.5801514,45.3551351,6.5802388,45.3559012,6.58021,45.356633,6.5802363,45.3579692",way/29422055,easy,downhill,,,,,Sittelle,,,,,,,,"both spellings are found, but the double t seems more frequent",,,,,Sitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6452295,45.3714151,6.6458182,45.3712536,6.6469183,45.371032,6.6476942,45.3709396,6.6487067,45.3710772,6.6497288,45.3713707,6.6515878,45.3722059",way/29422433,intermediate,downhill,,,,,Roc Merlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5499452,45.3197289,6.5498387,45.3197344,6.5495027,45.3198485,6.5477255,45.3204936,6.5468755,45.3207091,6.545706,45.3210194,6.5439363,45.3215145,6.5430192,45.321857,6.5422434,45.3221484,6.5408841,45.3228137,6.5404803,45.322955",way/29453572,easy,downhill,,,,,Menuires,,,,,,,,,60,,,,Necou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5973232,45.294927,6.5970633,45.2946299,6.5967928,45.2943254,6.5964764,45.2939991,6.5960525,45.2935323",way/29454310,intermediate,downhill,,,,,Trolles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5306505,45.3259256,6.5305836,45.3259678,6.5305353,45.3260103,6.5304008,45.3261794,6.53037,45.326315,6.5302911,45.3263064",way/30117032,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5402248,45.3260941,6.5403007,45.326094,6.5403717,45.3260786,6.5404122,45.326038,6.540596,45.3254971,6.5407769,45.3249389",way/30117362,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5759045,45.3605794,6.5768737,45.3604486,6.5777107,45.3606215,6.5780941,45.3608615,6.5782532,45.3610714,6.5781471,45.3620035,6.5779655,45.3629103",way/30117805,easy,downhill,,,,,Martre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5778945,45.3196787,6.5773818,45.319542,6.5770944,45.3193837,6.5767441,45.3192912,6.5764421,45.3192535,6.5760259,45.3192129,6.5755631,45.3191338,6.5746986,45.3190031,6.5741974,45.3188982,6.5735754,45.3188016,6.5732956,45.3187741,6.572001,45.3189487,6.5717585,45.3189902,6.5715212,45.3191004,6.5713139,45.3194119,6.5712586,45.3196712,6.5711602,45.3199861,6.5710693,45.3203225,6.5709469,45.3205258,6.5707716,45.3206759,6.5701099,45.3209765,6.5692085,45.3213267,6.5678376,45.3217756,6.5669966,45.3214811,6.5665569,45.3214602,6.565931,45.3215891,6.5652476,45.3217905,6.565039,45.3217801,6.5644829,45.3217534,6.5639256,45.321658,6.5635441,45.3215512,6.5628893,45.3214864,6.5619766,45.3216375,6.561147,45.3219602,6.5598401,45.3226101,6.5595095,45.3229111,6.5589858,45.3230986",way/30270652,intermediate,downhill,,,,,David Douillet Haut,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5212291,45.3164462,6.5214277,45.3170269,6.5217032,45.3174316,6.5219256,45.3176102,6.5221216,45.3177862,6.5225114,45.3180105,6.5231628,45.3184813,6.5236938,45.3187682,6.5241808,45.3191968,6.524489,45.3197656,6.5247164,45.3201727,6.525023,45.320645,6.5251761,45.3208964,6.5251324,45.3212819,6.5251929,45.3218024,6.5258114,45.3225458,6.5269514,45.3230572,6.5275646,45.3231524,6.5285838,45.3238372,6.5294963,45.3244548,6.53006,45.3246514,6.5304261,45.3250384,6.5305019,45.3254556,6.5305143,45.3258076,6.5306505,45.3259256",way/30270654,advanced,downhill,,,,,Rocher Noir,,,survey,classic,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5678376,45.3217756,6.567879,45.3218418,6.5678641,45.3219104,6.5677335,45.3220614,6.5673832,45.3223252,6.5665654,45.3227653,6.5662675,45.3230672,6.5658221,45.3235957,6.5657762,45.3237538,6.5658103,45.3239899,6.565734,45.3240519,6.5656251,45.324048",way/30270655,easy,downhill,,,,,Paturages,,,survey,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5501779,45.3193257,6.5507548,45.3191344",way/30270656,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6086015,45.378086,6.6081268,45.3774485,6.6076157,45.3770706,6.6074169,45.3767737,6.6071861,45.3763417,6.6070453,45.3760136,6.6060176,45.3757619,6.6052197,45.3755797,6.6050931,45.3755818,6.6045522,45.3759948,6.6038937,45.3766391,6.6036147,45.3768511,6.60326,45.3769971,6.6028744,45.377032,6.6023705,45.3769472,6.6017586,45.3768134,6.6010292,45.3767927,6.6006321,45.3768662,6.6002029,45.3769943,6.5998834,45.3772358,6.5996582,45.3775832,6.5993785,45.3785057,6.5986949,45.3796166",way/30270657,intermediate,downhill,,,,,Niverolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6080717,45.3784432,6.6074354,45.3793319,6.6056292,45.381499",way/30270659,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5861765,45.3925487,6.5856439,45.3933496,6.5853948,45.3947564,6.5852252,45.3959963",way/30270663,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6197538,45.3817381,6.6208478,45.3821817,6.621333,45.3825225,6.6217239,45.3828998,6.6221927,45.3832663,6.6226298,45.3835722,6.6226814,45.3837714,6.6224838,45.3840282,6.6221873,45.3842364,6.6219266,45.3844358",way/30647502,advanced,downhill,,,,,Turcs,,,,classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5527009,45.3257936,6.5530037,45.3257936,6.5532011,45.3253424",way/30892136,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5408841,45.3228137,6.5410498,45.3232125,6.5410994,45.3232792,6.5411797,45.3233114,6.5413948,45.3233416,6.5415791,45.3233631,6.541676,45.3233824,6.5417197,45.3234312,6.5417786,45.3234467",way/30892139,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.586979,45.251555,6.5868193,45.2514398,6.5866599,45.2513325,6.5865852,45.2511707,6.5865964,45.2506857,6.5866833,45.2506246,6.5868306,45.2505565,6.586879,45.2505533,6.5869788,45.2505797",way/31091692,easy,downhill,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.572583,45.2460023,6.5712913,45.245956,6.5706718,45.2459348,6.5705418,45.2460015,6.570752,45.2460571",way/31091693,easy,downhill,,,,,Peyron,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5769934,45.2672436,6.5770376,45.2675842,6.5759345,45.2679319,6.575175,45.2684203,6.5742926,45.269005,6.573761,45.2692921,6.5733889,45.2693878,6.5729849,45.2694622,6.5725809,45.2693452,6.5721556,45.2692526,6.5716938,45.2692491,6.5715257,45.2693822,6.5714242,45.2696996,6.5713795,45.2700044,6.5713157,45.2703765,6.5713582,45.2707912,6.5715815,45.2710569,6.5720174,45.2714291,6.5724427,45.271865,6.5727297,45.2722477,6.5729955,45.2728962,6.5731231,45.2733959,6.5731869,45.2740976,6.5732932,45.2744591,6.5733357,45.2750226,6.57324,45.2754904,6.5729955,45.2759582,6.5726234,45.2764366,6.5724214,45.2768193,6.5724639,45.2771277,6.5726841,45.2776189,6.5727883,45.2780403,6.5728995,45.2783206,6.5727531,45.2790591",way/31091694,intermediate,downhill,,,,,Falaise,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.571338,45.3313529,6.5713479,45.3311884,6.5713378,45.3310533,6.5713318,45.33092",way/31091695,easy,downhill,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5625511,45.2952454,6.5622184,45.2953376,6.561962,45.2953857,6.5618337,45.2953837,6.5617193,45.29535,6.5614867,45.2950611",way/31091703,easy,downhill,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5713318,45.33092,6.5713125,45.3306584,6.571226,45.3304431,6.5709105,45.3298917,6.5708335,45.3294659,6.5707072,45.3285744,6.5706278,45.3280136,6.5704971,45.3276708",way/31091704,easy,downhill,,,,,Lac des Combes,,,survey,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5617424,45.3291237,6.5613172,45.3292159,6.5609211,45.3293799,6.560551,45.3295474,6.5600838,45.3296942,6.5593296,45.3300626,6.5588693,45.3307254,6.5588693,45.3315711,6.5588796,45.3318318,6.5583396,45.3320845,6.5574397,45.3318395,6.5568287,45.3318108,6.5563639,45.3320292,6.5558273,45.3328404,6.5551417,45.3338685",way/31091705,easy,downhill,,,,,Allée,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5704971,45.3276708,6.5703588,45.3274157,6.5701143,45.3271605,6.5698804,45.3269266,6.5697422,45.3266821,6.5697635,45.3264163,6.5696784,45.326193,6.569604,45.3259485,6.5695702,45.3257203,6.569402,45.3256614,6.5691494,45.3255737,6.5687216,45.3254869,6.5683601,45.325502,6.5680943,45.3254913,6.5677434,45.3254169,6.5675521,45.3252574,6.5673075,45.3250873,6.5669248,45.3248853,6.5664889,45.3247577,6.5661593,45.3245664,6.565871,45.3243715,6.5657413,45.3241475,6.5656817,45.3240965,6.5656251,45.324048",way/31091706,intermediate,downhill,,,,,Liaison,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5710712,45.3320617,6.5703482,45.3321468,6.5699017,45.3323063,6.5692212,45.3326465,6.5688859,45.3330573,6.5686945,45.3333554,6.5686105,45.333685,6.5687131,45.3340073,6.5687904,45.3343611,6.5687818,45.3347179,6.5687324,45.3351127,6.5688572,45.335385,6.5687874,45.3357879,6.5684308,45.3359612,6.5681409,45.3359796,6.5676144,45.3358409,6.5671592,45.335812,6.5670431,45.3359525,6.5670127,45.3360853,6.5670599,45.3364618,6.5667831,45.3367694",way/31091707,easy,downhill,,,,,Côte Brulée,,,survey,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.571338,45.3313529,6.5711873,45.3317384,6.5710712,45.3320617,6.5709861,45.3323382,6.5710071,45.3326812,6.5711137,45.3331249,6.5711782,45.3335787,6.5712103,45.3339611,6.5712082,45.3341835,6.5710924,45.3344007,6.5708786,45.3346379,6.5705634,45.3349252,6.5703406,45.335082,6.5701336,45.3352588,6.5698105,45.3354803,6.5695262,45.3358617,6.5688491,45.3367078,6.5683494,45.3372713,6.5680776,45.3375809,6.5680236,45.3378222,6.5679029,45.3380049,6.5678372,45.3381635,6.5675733,45.3384833,6.5671555,45.3392771,6.5669985,45.3395356,6.5666214,45.339999,6.5665032,45.3401734,6.566443,45.3403657,6.5662233,45.3410842,6.5660206,45.3414272",way/31091708,easy,downhill,,,,,Boulevard de la Becca,,,survey,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5709031,45.3347552,6.5711534,45.3347781,6.5715756,45.3350232,6.5719163,45.3352186,6.5722736,45.3353613,6.5727253,45.3354082",way/31091709,intermediate,downhill,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5729162,45.338903,6.5729244,45.3385577,6.5728062,45.3382483",way/31091710,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5878161,45.2513046,6.5878232,45.2514592,6.587535,45.251456,6.587286,45.251459,6.587063,45.251519,6.586979,45.251555,6.586657,45.251776,6.586391,45.251903,6.586305,45.25193,6.586217,45.251937,6.585839,45.251923,6.5857,45.251892,6.585431,45.251779,6.585,45.251534,6.584962,45.251469,6.584954,45.251251,6.584908,45.251005,6.584805,45.250818,6.584797,45.250715,6.584766,45.250642,6.584656,45.250533,6.584638,45.250439,6.584597,45.250384,6.5843814,45.2503104,6.584313,45.250287,6.584257,45.250258,6.584218,45.250204,6.584248,45.250021,6.5840436,45.249822,6.5837,45.249342,6.583642,45.248979,6.583665,45.248885,6.583725,45.248821,6.583974,45.248721,6.584208,45.248603,6.584399,45.248452,6.58447,45.248364,6.584573,45.248177,6.584697,45.248023,6.584989,45.247761,6.585039,45.247667,6.58501,45.247555,6.584525,45.247087,6.584222,45.2469,6.584032,45.246842,6.58388,45.246769,6.583775,45.246746,6.583598,45.246737,6.583371,45.24669,6.582999,45.246516,6.582818,45.246383,6.582746,45.246299,6.582641,45.246099,6.582615,45.245872,6.582633,45.24578,6.582825,45.245374,6.582834,45.245234,6.582812,45.244947,6.58278,45.244862,6.582727,45.244792,6.582596,45.244662,6.582356,45.244488,6.582294,45.244465,6.582131,45.244432,6.581955,45.244367,6.581788,45.244332,6.581508,45.244308,6.58135,45.244245,6.581239,45.244237,6.581044,45.244261,6.580947,45.244248,6.580155,45.244077,6.579922,45.24406,6.57948,45.243996,6.579315,45.243955,6.579181,45.24394,6.578758,45.24398,6.578694,45.243998,6.578543,45.24411,6.578137,45.244287,6.577837,45.244499,6.577683,45.244589,6.57749,45.244673,6.5773,45.244735,6.577092,45.244766,6.576704,45.244784,6.576344,45.244761,6.576173,45.244736,6.575817,45.244748,6.575406,45.244821,6.574968,45.24499,6.57473,45.245049,6.574607,45.245122,6.573925,45.245422,6.573566,45.245627,6.573427,45.245686,6.57316,45.245761,6.572919,45.24589,6.572583,45.2460023,6.572521,45.246023,6.572361,45.246185,6.572234,45.246259,6.571882,45.246422,6.571679,45.246482,6.571539,45.24656,6.571428,45.246602,6.571133,45.24668,6.570962,45.246709,6.570823,45.24671,6.570488,45.246671,6.5702753,45.246557,6.5701781,45.2465234,6.5701481,45.2464845,6.57014,45.246438,6.57024,45.246215,6.570342,45.246073,6.5705418,45.2460015,6.570752,45.2460571",way/31091965,easy,downhill,,,,,Peyron,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.520037,45.3040311,6.5200897,45.3037824,6.5201057,45.3036487,6.5201752,45.3035734,6.5202747,45.3035351,6.5206228,45.3035142,6.5213891,45.3033352,6.5217177,45.3034351,6.5219604,45.303688,6.5222056,45.3046615,6.5221742,45.3052535,6.5223436,45.3057897,6.5227313,45.3060834,6.5231634,45.3061784,6.5241696,45.3064621,6.5250632,45.3067973,6.5256727,45.3070628,6.5261912,45.3075308,6.526393,45.3080813,6.5267741,45.3082908,6.527333,45.3085528,6.5275812,45.308738,6.5277124,45.3089153",way/31092328,advanced,downhill,,,,,Dame Blanche,,,,classic,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5376375,45.3247864,6.5374732,45.3248013,6.5372023,45.324826,6.537034,45.3248031,6.5369714,45.3247946,6.5367459,45.3247213,6.5365233,45.3246072,6.5363598,45.3244455,6.5362424,45.3242579,6.5360545,45.3238287,6.5360314,45.3237439,6.5359135,45.3233115,6.5357846,45.3229454,6.535712,45.3225248,6.5357168,45.3224711,6.5357603,45.3219803,6.5358005,45.3217035,6.5359308,45.3213064,6.5359414,45.3212865,6.5360882,45.3210125,6.536077,45.3209145",way/31092329,novice,downhill,,,,,Boulevard de la Masse,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5724593,45.4064506,6.5722489,45.4061978,6.5717523,45.4057013,6.5712558,45.4051822,6.5708721,45.4047985,6.5704884,45.4044599,6.5702791,45.404374,6.5701692,45.4041185,6.5701724,45.4036926,6.5701974,45.4035208,6.5701108,45.4033569,6.5700449,45.4030048,6.5700029,45.4027678,6.5698564,45.4025415",way/31092332,easy,downhill,,,,,Hulotte,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5619776,45.3216328,6.5614786,45.3216319,6.5609671,45.3215509,6.5607939,45.3214952,6.5606436,45.3213315,6.5606479,45.3210002,6.5604646,45.3205278,6.5602648,45.3203592,6.559666,45.320082,6.5591586,45.3199815,6.5588276,45.3197264,6.5586391,45.3191226,6.5585492,45.3184747,6.5585714,45.3179264,6.5587745,45.3173396,6.5590905,45.3168882,6.5592937,45.3164594,6.5593516,45.3161847,6.559311,45.3161066,6.5589551,45.315692,6.5584586,45.3152406,6.5582826,45.3146672",way/31092333,easy,downhill,,,,,Paturages,,,survey,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5655765,45.3689303,6.5648684,45.3698601,6.5646202,45.3700858,6.5642816,45.3702212,6.5641236,45.3705597,6.5640334,45.3710111,6.5638979,45.3721396,6.5636722,45.3725233,6.5629049,45.3727716,6.5625663,45.373065,6.5622512,45.3736782",way/31097375,intermediate,downhill,,,,,Pouillard,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5968184,45.3872508,6.5953493,45.3868851",way/31097376,intermediate,downhill,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5984733,45.3887073,6.5964411,45.3901705,6.5945254,45.3909951,6.5921871,45.3915729,6.5918932,45.3919337,6.5911454,45.3928518,6.5903655,45.3938674,6.5899203,45.3941233,6.5892972,45.3944815",way/31097378,intermediate,downhill,,,,,Renard,,,survey,,,,,,S 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5854398,45.3963783,6.5859969,45.3963286,6.5860966,45.3963383,6.5866889,45.396396,6.5869524,45.3964217,6.5872923,45.3965932,6.5876038,45.3968193,6.5882129,45.397298,6.5884704,45.3979007,6.5883799,45.3983531,6.5882416,45.3986174,6.587655,45.3997388,6.5870076,45.4007635,6.5851558,45.4015017,6.5844127,45.4022987,6.5832431,45.4038864,6.5826419,45.4045116,6.5821482,45.4047682,6.5819986,45.4048459,6.5811026,45.4050083,6.5790344,45.405086,6.5785999,45.4051023,6.5784263,45.4051605",way/31097379,novice,downhill,,,,,Blanchot,,,,,,,,,S 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5714973,45.39706,6.5710208,45.3970519,6.5707086,45.396965,6.5703602,45.3967555,6.5701027,45.395972,6.5700208,45.3956097,6.5698051,45.3952559,6.569654,45.3948647,6.5696664,45.3944954",way/31097380,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5775938,45.4024612,6.5776958,45.4024633,6.5776355,45.4025682,6.5774944,45.4027694,6.5772594,45.4030832,6.5767177,45.4030832",way/31097381,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6328016,45.3791426,6.6329792,45.379003,6.6330929,45.3788732",way/31097387,intermediate,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6145338,45.3925655,6.6148013,45.3929424,6.6147771,45.3930531,6.6147021,45.3931085,6.6146823,45.3932375,6.6147787,45.393527,6.6150904,45.3940073,6.615245,45.3943169,6.6156828,45.3948282,6.6157874,45.3951982,6.6159368,45.3964443",way/31097392,expert,downhill,,,,,,,,survey,,,,,,,,,Bosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5532358,45.3682262,6.5529219,45.3684154,6.5521749,45.3686147,6.5519626,45.3688589,6.5516906,45.3691442,6.550557,45.370015,6.5503728,45.3701578,6.5502563,45.3703783,6.5501787,45.3709268,6.5500969,45.3712106,6.5498879,45.3716018,6.5499077,45.3718058,6.5499544,45.3719907,6.5501192,45.3723386,6.5503374,45.3727391,6.5504035,45.3730485,6.5504386,45.3732483,6.5500477,45.3735543,6.5492007,45.3753814",way/31097394,easy,downhill,,,,,Jerusalem,,,survey,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5876552,45.3605502,6.5870844,45.3608505,6.5866736,45.3610332,6.5862851,45.361291,6.5849577,45.3621658,6.5849456,45.3623233,6.5849823,45.3624522,6.5851168,45.362748,6.5851259,45.3629513,6.5851247,45.3630114,6.5851202,45.3632304,6.5851902,45.3637051,6.5854979,45.364202,6.5856184,45.3644137,6.5856445,45.3645151,6.5856053,45.3647118,6.5855067,45.3649999,6.5854589,45.3652906,6.5854216,45.3656037,6.5854614,45.3658403,6.5855753,45.3660626,6.585608,45.3662339,6.5856377,45.3663731,6.585614,45.366489,6.585526,45.366672,6.585454,45.3667511,6.5853967,45.3668142,6.5851425,45.3670104,6.584978,45.367174,6.5848483,45.3673405,6.5847882,45.3673481",way/31815733,,hike,,,,,,,,PNV - 2006,,,,,,,,,,,track,mountain_hiking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
